,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds),pulsetime/2 in seconds,Distance Estimate in cm,Actual In cm
2153,1.76E+15,57435612,4564,0.002282,82.989494,
2154,1.76E+15,57463420,4611,0.0023055,83.8441185,
2155,1.76E+15,57491248,4622,0.002311,84.044137,
2156,1.76E+15,57519100,4654,0.002327,84.626009,
2157,1.76E+15,57546984,4674,0.002337,84.989679,
2158,1.76E+15,57574884,4695,0.0023475,85.3715325,
2159,1.76E+15,57602800,4716,0.002358,85.753386,
2160,1.76E+15,57630728,4722,0.002361,85.862487,
2161,1.76E+15,57658668,4742,0.002371,86.226157,
2162,1.76E+15,57686616,4741,0.0023705,86.2079735,
2163,1.76E+15,57714544,4727,0.0023635,85.9534045,
2164,1.76E+15,57742464,4716,0.002358,85.753386,
2165,1.76E+15,57770400,4736,0.002368,86.117056,
2166,1.76E+15,57798336,4731,0.0023655,86.0261385,
2167,1.76E+15,57826264,4727,0.0023635,85.9534045,
2168,1.76E+15,57854156,4684,0.002342,85.171514,
2169,1.76E+15,57882052,4689,0.0023445,85.2624315,
2170,1.76E+15,57909928,4674,0.002337,84.989679,
2171,1.76E+15,57937788,4658,0.002329,84.698743,
2172,1.76E+15,57965632,4638,0.002319,84.335073,
2173,1.76E+15,57993444,4617,0.0023085,83.9532195,
2174,1.76E+15,58021248,4600,0.0023,83.6441,
2175,1.76E+15,58049044,4589,0.0022945,83.4440815,
2176,1.76E+15,58076824,4585,0.0022925,83.3713475,
2177,1.76E+15,58104600,4575,0.0022875,83.1895125,
2178,1.76E+15,58132368,4570,0.002285,83.098595,
2179,1.76E+15,58160140,4564,0.002282,82.989494,
2180,1.76E+15,58187896,4553,0.0022765,82.7894755,
2181,1.76E+15,58215640,4547,0.0022735,82.6803745,
2182,1.76E+15,58243388,4542,0.002271,82.589457,
2183,1.76E+15,58271132,4543,0.0022715,82.6076405,
2184,1.76E+15,58298876,4541,0.0022705,82.5712735,
2185,1.76E+15,58326620,4542,0.002271,82.589457,80
2186,1.76E+15,58354364,4543,0.0022715,82.6076405,80
2187,1.76E+15,58382104,4538,0.002269,82.516723,80
2188,1.76E+15,58409836,4533,0.0022665,82.4258055,80
2189,1.76E+15,58437540,4507,0.0022535,81.9530345,80
2190,1.76E+15,58465264,4527,0.0022635,82.3167045,80
2191,1.76E+15,58492976,4502,0.002251,81.862117,80
2192,1.76E+15,58520692,4516,0.002258,82.116686,80
2193,1.76E+15,58548412,4517,0.0022585,82.1348695,80
2194,1.76E+15,58576116,4495,0.0022475,81.7348325,80
2195,1.76E+15,58603812,4495,0.0022475,81.7348325,80
2196,1.76E+15,58631512,4496,0.002248,81.753016,80
2197,1.76E+15,58659236,4516,0.002258,82.116686,80
2198,1.76E+15,58686932,4490,0.002245,81.643915,80
2199,1.76E+15,58714624,4491,0.0022455,81.6620985,80
2200,1.76E+15,58742312,4491,0.0022455,81.6620985,80
2201,1.76E+15,58770008,4491,0.0022455,81.6620985,80
2202,1.76E+15,58797696,4490,0.002245,81.643915,80
2203,1.76E+15,58825388,4491,0.0022455,81.6620985,80
2204,1.76E+15,58853076,4490,0.002245,81.643915,80
2205,1.76E+15,58880772,4491,0.0022455,81.6620985,80
2206,1.76E+15,58908456,4491,0.0022455,81.6620985,80
2207,1.76E+15,58936144,4491,0.0022455,81.6620985,80
2208,1.76E+15,58963836,4491,0.0022455,81.6620985,80
2209,1.76E+15,58991528,4491,0.0022455,81.6620985,80
2210,1.76E+15,59019220,4491,0.0022455,81.6620985,80
2211,1.76E+15,59046904,4490,0.002245,81.643915,80
2212,1.76E+15,59074600,4491,0.0022455,81.6620985,80
2213,1.76E+15,59102284,4484,0.002242,81.534814,80
2214,1.76E+15,59129968,4484,0.002242,81.534814,80
2215,1.76E+15,59157652,4484,0.002242,81.534814,80
2216,1.76E+15,59185340,4484,0.002242,81.534814,80
2217,1.76E+15,59213032,4484,0.002242,81.534814,80
2218,1.76E+15,59240724,4485,0.0022425,81.5529975,80
2219,1.76E+15,59268416,4484,0.002242,81.534814,80
2220,1.76E+15,59296108,4484,0.002242,81.534814,80
2221,1.76E+15,59323796,4484,0.002242,81.534814,80
2222,1.76E+15,59351488,4485,0.0022425,81.5529975,80
2223,1.76E+15,59379180,4491,0.0022455,81.6620985,80
2224,1.76E+15,59406876,4491,0.0022455,81.6620985,80
2225,1.76E+15,59434568,4491,0.0022455,81.6620985,80
2226,1.76E+15,59462256,4491,0.0022455,81.6620985,80
2227,1.76E+15,59489952,4491,0.0022455,81.6620985,80
2228,1.76E+15,59517644,4491,0.0022455,81.6620985,80
2229,1.76E+15,59545336,4491,0.0022455,81.6620985,80
2230,1.76E+15,59573028,4491,0.0022455,81.6620985,80
2231,1.76E+15,59600720,4491,0.0022455,81.6620985,80
2232,1.76E+15,59628404,4491,0.0022455,81.6620985,80
2233,1.76E+15,59656092,4490,0.002245,81.643915,80
2234,1.76E+15,59683784,4491,0.0022455,81.6620985,80
2235,1.76E+15,59711476,4491,0.0022455,81.6620985,80
2236,1.76E+15,59739172,4491,0.0022455,81.6620985,80
2237,1.76E+15,59766856,4485,0.0022425,81.5529975,80
2238,1.76E+15,59794544,4485,0.0022425,81.5529975,80
2239,1.76E+15,59822228,4484,0.002242,81.534814,80
2240,1.76E+15,59849916,4485,0.0022425,81.5529975,80
2241,1.76E+15,59877604,4484,0.002242,81.534814,80
2242,1.76E+15,59905292,4483,0.0022415,81.5166305,80
2243,1.76E+15,59932984,4486,0.002243,81.571181,80
2244,1.76E+15,59960676,4485,0.0022425,81.5529975,80
2245,1.76E+15,59988368,4484,0.002242,81.534814,80
2246,1.76E+15,60016056,4484,0.002242,81.534814,80
2247,1.76E+15,60043748,4490,0.002245,81.643915,80
2248,1.76E+15,60071440,4492,0.002246,81.680282,80
2249,1.76E+15,60099128,4490,0.002245,81.643915,80
2250,1.76E+15,60126820,4491,0.0022455,81.6620985,80
2251,1.76E+15,60154516,4491,0.0022455,81.6620985,80
2252,1.76E+15,60182204,4491,0.0022455,81.6620985,80
2253,1.76E+15,60209896,4490,0.002245,81.643915,80
2254,1.76E+15,60237588,4490,0.002245,81.643915,80
2255,1.76E+15,60265276,4491,0.0022455,81.6620985,80
2256,1.76E+15,60292964,4491,0.0022455,81.6620985,80
2257,1.76E+15,60320656,4490,0.002245,81.643915,80
2258,1.76E+15,60348344,4491,0.0022455,81.6620985,80
2259,1.76E+15,60376036,4490,0.002245,81.643915,80
2260,1.76E+15,60403732,4491,0.0022455,81.6620985,80
2261,1.76E+15,60431420,4490,0.002245,81.643915,80
2262,1.76E+15,60459104,4483,0.0022415,81.5166305,80
2263,1.76E+15,60486788,4484,0.002242,81.534814,80
2264,1.76E+15,60514472,4484,0.002242,81.534814,80
2265,1.76E+15,60542164,4484,0.002242,81.534814,80
2266,1.76E+15,60569852,4483,0.0022415,81.5166305,80
2267,1.76E+15,60597540,4484,0.002242,81.534814,80
2268,1.76E+15,60625232,4484,0.002242,81.534814,80
2269,1.76E+15,60652924,4484,0.002242,81.534814,80
2270,1.76E+15,60680612,4485,0.0022425,81.5529975,80
2271,1.76E+15,60708304,4484,0.002242,81.534814,80
2272,1.76E+15,60735992,4490,0.002245,81.643915,80
2273,1.76E+15,60763684,4490,0.002245,81.643915,80
2274,1.76E+15,60791376,4490,0.002245,81.643915,80
2275,1.76E+15,60819064,4490,0.002245,81.643915,80
2276,1.76E+15,60846760,4491,0.0022455,81.6620985,80
2277,1.76E+15,60874452,4491,0.0022455,81.6620985,80
2278,1.76E+15,60902144,4491,0.0022455,81.6620985,80
2279,1.76E+15,60929836,4491,0.0022455,81.6620985,80
2280,1.76E+15,60957528,4491,0.0022455,81.6620985,80
2281,1.76E+15,60985220,4491,0.0022455,81.6620985,80
2282,1.76E+15,61012912,4491,0.0022455,81.6620985,80
2283,1.76E+15,61040600,4490,0.002245,81.643915,80
2284,1.76E+15,61068296,4491,0.0022455,81.6620985,80
2285,1.76E+15,61095988,4491,0.0022455,81.6620985,80
2286,1.76E+15,61123672,4484,0.002242,81.534814,80
2287,1.76E+15,61151356,4485,0.0022425,81.5529975,80
2288,1.76E+15,61179040,4485,0.0022425,81.5529975,80
2289,1.76E+15,61206732,4484,0.002242,81.534814,80
2290,1.76E+15,61234424,4485,0.0022425,81.5529975,80
2291,1.76E+15,61262116,4485,0.0022425,81.5529975,80
2292,1.76E+15,61289804,4485,0.0022425,81.5529975,80
2293,1.76E+15,61317496,4485,0.0022425,81.5529975,80
2294,1.76E+15,61345188,4484,0.002242,81.534814,80
2295,1.76E+15,61372876,4485,0.0022425,81.5529975,80
2296,1.76E+15,61400572,4491,0.0022455,81.6620985,80
2297,1.76E+15,61428268,4491,0.0022455,81.6620985,80
2298,1.76E+15,61455960,4491,0.0022455,81.6620985,80
2299,1.76E+15,61483648,4491,0.0022455,81.6620985,80
2300,1.76E+15,61511340,4491,0.0022455,81.6620985,80
2301,1.76E+15,61539028,4491,0.0022455,81.6620985,80
2302,1.76E+15,61566744,4512,0.002256,82.043952,80
2303,1.76E+15,61594432,4490,0.002245,81.643915,80
2304,1.76E+15,61622124,4491,0.0022455,81.6620985,80
2305,1.76E+15,61649808,4490,0.002245,81.643915,80
2306,1.76E+15,61677500,4491,0.0022455,81.6620985,80
2307,1.76E+15,61705188,4491,0.0022455,81.6620985,80
2308,1.76E+15,61732904,4512,0.002256,82.043952,80
2309,1.76E+15,61760592,4485,0.0022425,81.5529975,80
2310,1.76E+15,61788296,4506,0.002253,81.934851,80
2311,1.76E+15,61816000,4506,0.002253,81.934851,80
2312,1.76E+15,61843712,4506,0.002253,81.934851,80
2313,1.76E+15,61871428,4507,0.0022535,81.9530345,80
2314,1.76E+15,61899140,4506,0.002253,81.934851,80
2315,1.76E+15,61926852,4506,0.002253,81.934851,80
2316,1.76E+15,61954536,4485,0.0022425,81.5529975,80
2317,1.76E+15,61982216,4481,0.0022405,81.4802635,80
2318,1.76E+15,62009888,4475,0.0022375,81.3711625,80
2319,1.76E+15,62037548,4455,0.0022275,81.0074925,80
2320,1.76E+15,62065176,4428,0.002214,80.516538,
2321,1.76E+15,62092796,4419,0.0022095,80.3528865,
2322,1.76E+15,62120372,4377,0.0021885,79.5891795,
2323,1.76E+15,62147900,4324,0.002162,78.625454,
2324,1.76E+15,62175356,4250,0.002125,77.279875,
2325,1.76E+15,62202776,4224,0.002112,76.807104,
2326,1.76E+15,62230116,4140,0.00207,75.27969,
2327,1.76E+15,62257392,4072,0.002036,74.043212,
2328,1.76E+15,62284600,4001,0.0020005,72.7521835,
2329,1.76E+15,62311716,3920,0.00196,71.27932,
2330,1.76E+15,62338752,3837,0.0019185,69.7700895,
2331,1.76E+15,62365692,3743,0.0018715,68.0608405,
2332,1.76E+15,62392516,3622,0.001811,65.860637,
2333,1.76E+15,62419256,3540,0.00177,64.36959,
2334,1.76E+15,62445868,3417,0.0017085,62.1330195,
2335,1.76E+15,62472392,3326,0.001663,60.478321,
2336,1.76E+15,62498804,3217,0.0016085,58.4963195,
2337,1.76E+15,62525096,3098,0.001549,56.332483,
2338,1.76E+15,62551268,2977,0.0014885,54.1322795,
2339,1.76E+15,62577340,2878,0.001439,52.332113,
2340,1.76E+15,62603260,2732,0.001366,49.677322,
2341,1.76E+15,62629028,2575,0.0012875,46.8225125,
2342,1.76E+15,62654716,2493,0.0012465,45.3314655,
2343,1.76E+15,62680256,2346,0.001173,42.658491,
2344,1.76E+15,62705744,2293,0.0011465,41.6947655,
2345,1.76E+15,62731032,2110,0.001055,38.367185,
2346,1.76E+15,62756248,2023,0.0010115,36.7852205,
2347,1.76E+15,62781380,1946,0.000973,35.385091,
2348,1.76E+15,62806440,1870,0.000935,34.003145,
2349,1.76E+15,62831408,1779,0.0008895,32.3484465,
2350,1.76E+15,62856284,1687,0.0008435,30.6755645,
2351,1.76E+15,62881100,1637,0.0008185,29.7663895,
2352,1.76E+15,62905788,1501,0.0007505,27.2934335,
2353,1.76E+15,62930424,1456,0.000728,26.475176,
2354,1.76E+15,62954992,1388,0.000694,25.238698,
2355,1.76E+15,62979496,1321,0.0006605,24.0204035,
2356,1.76E+15,63003960,1279,0.0006395,23.2566965,
2357,1.76E+15,63028428,1279,0.0006395,23.2566965,
2358,1.76E+15,63052768,1154,0.000577,20.983759,
2359,1.76E+15,63077088,1136,0.000568,20.656456,
2360,1.76E+15,63101312,1042,0.000521,18.947207,
2361,1.76E+15,63125524,1024,0.000512,18.619904,
2362,1.76E+15,63149684,986,0.000493,17.928931,
2363,1.76E+15,63173828,1005,0.0005025,18.2744175,
2364,1.76E+15,63197960,949,0.0004745,17.2561415,
2365,1.76E+15,63222052,948,0.000474,17.237958,
2366,1.76E+15,63246140,948,0.000474,17.237958,
2367,1.76E+15,63270284,1004,0.000502,18.256234,
2368,1.76E+15,63294396,930,0.000465,16.910655,
2369,1.76E+15,63318520,985,0.0004925,17.9107475,
2370,1.76E+15,63342632,973,0.0004865,17.6925455,
2371,1.76E+15,63366696,930,0.000465,16.910655,
2372,1.76E+15,63390748,917,0.0004585,16.6742695,
2373,1.76E+15,63414748,871,0.0004355,15.8378285,
2374,1.76E+15,63438800,911,0.0004555,16.5651685,
2375,1.76E+15,63462708,771,0.0003855,14.0194785,
2376,1.76E+15,63486580,731,0.0003655,13.2921385,
2377,1.76E+15,63510412,697,0.0003485,12.6738995,
2378,1.76E+15,63534280,731,0.0003655,13.2921385,
2379,1.76E+15,63558100,691,0.0003455,12.5647985,
2380,1.76E+15,63581968,731,0.0003655,13.2921385,
2381,1.76E+15,63605784,677,0.0003385,12.3102295,
2382,1.76E+15,63629524,611,0.0003055,11.1101185,
2383,1.76E+15,63653292,631,0.0003155,11.4737885,
2384,1.76E+15,63677084,651,0.0003255,11.8374585,
2385,1.76E+15,63700820,598,0.000299,10.873733,
2386,1.76E+15,63724576,617,0.0003085,11.2192195,
2387,1.76E+15,63748320,611,0.0003055,11.1101185,
2388,1.76E+15,63772084,631,0.0003155,11.4737885,
2389,1.76E+15,63795792,571,0.0002855,10.3827785,
2390,1.76E+15,63819504,577,0.0002885,10.4918795,
2391,1.76E+15,63843232,597,0.0002985,10.8555495,
2392,1.76E+15,63866964,591,0.0002955,10.7464485,
2393,1.76E+15,63890688,591,0.0002955,10.7464485,
2394,1.76E+15,63914416,591,0.0002955,10.7464485,
2395,1.76E+15,63938144,591,0.0002955,10.7464485,
2396,1.76E+15,63961896,617,0.0003085,11.2192195,
2397,1.76E+15,63985644,617,0.0003085,11.2192195,
2398,1.76E+15,64009312,532,0.000266,9.673622,
2399,1.76E+15,64032968,531,0.0002655,9.6554385,
2400,1.76E+15,64056616,531,0.0002655,9.6554385,
2401,1.76E+15,64080364,611,0.0003055,11.1101185,
2402,1.76E+15,64104048,557,0.0002785,10.1282095,
2403,1.76E+15,64127732,558,0.000279,10.146393,
2404,1.76E+15,64151424,557,0.0002785,10.1282095,
2405,1.76E+15,64175188,631,0.0003155,11.4737885,
2406,1.76E+15,64198952,631,0.0003155,11.4737885,
2407,1.76E+15,64222720,631,0.0003155,11.4737885,
2408,1.76E+15,64246492,637,0.0003185,11.5828895,
2409,1.76E+15,64270260,637,0.0003185,11.5828895,
2410,1.76E+15,64294024,631,0.0003155,11.4737885,
2411,1.76E+15,64317784,631,0.0003155,11.4737885,
2412,1.76E+15,64341488,571,0.0002855,10.3827785,
2413,1.76E+15,64365260,637,0.0003185,11.5828895,
2414,1.76E+15,64389028,637,0.0003185,11.5828895,
2415,1.76E+15,64412792,631,0.0003155,11.4737885,
2416,1.76E+15,64436556,631,0.0003155,11.4737885,
2417,1.76E+15,64460324,631,0.0003155,11.4737885,
2418,1.76E+15,64484008,557,0.0002785,10.1282095,
2419,1.76E+15,64507704,557,0.0002785,10.1282095,
2420,1.76E+15,64531392,557,0.0002785,10.1282095,
2421,1.76E+15,64555080,551,0.0002755,10.0191085,
2422,1.76E+15,64578820,611,0.0003055,11.1101185,
2423,1.76E+15,64602564,611,0.0003055,11.1101185,
2424,1.76E+15,64626312,611,0.0003055,11.1101185,
2425,1.76E+15,64650060,617,0.0003085,11.2192195,
2426,1.76E+15,64673816,617,0.0003085,11.2192195,
2427,1.76E+15,64697556,611,0.0003055,11.1101185,
2428,1.76E+15,64721308,611,0.0003055,11.1101185,
2429,1.76E+15,64745052,611,0.0003055,11.1101185,
2430,1.76E+15,64768800,617,0.0003085,11.2192195,
2431,1.76E+15,64792548,617,0.0003085,11.2192195,
2432,1.76E+15,64816292,611,0.0003055,11.1101185,
2433,1.76E+15,64840032,611,0.0003055,11.1101185,
2434,1.76E+15,64863780,611,0.0003055,11.1101185,
2435,1.76E+15,64887528,617,0.0003085,11.2192195,
2436,1.76E+15,64911276,617,0.0003085,11.2192195,
2437,1.76E+15,64935024,611,0.0003055,11.1101185,
2438,1.76E+15,64958764,611,0.0003055,11.1101185,
2439,1.76E+15,64982536,630,0.000315,11.455605,
2440,1.76E+15,65006300,637,0.0003185,11.5828895,
2441,1.76E+15,65030072,637,0.0003185,11.5828895,
2442,1.76E+15,65053816,611,0.0003055,11.1101185,
2443,1.76E+15,65077580,631,0.0003155,11.4737885,
2444,1.76E+15,65101348,631,0.0003155,11.4737885,
2445,1.76E+15,65125116,638,0.000319,11.601073,
2446,1.76E+15,65148892,637,0.0003185,11.5828895,
2447,1.76E+15,65172660,631,0.0003155,11.4737885,
2448,1.76E+15,65196424,631,0.0003155,11.4737885,
2449,1.76E+15,65220196,631,0.0003155,11.4737885,
2450,1.76E+15,65243880,558,0.000279,10.146393,
2451,1.76E+15,65267648,637,0.0003185,11.5828895,
2452,1.76E+15,65291416,631,0.0003155,11.4737885,
2453,1.76E+15,65315180,631,0.0003155,11.4737885,
2454,1.76E+15,65338948,631,0.0003155,11.4737885,
2455,1.76E+15,65362716,637,0.0003185,11.5828895,
2456,1.76E+15,65386488,637,0.0003185,11.5828895,
2457,1.76E+15,65410252,631,0.0003155,11.4737885,
2458,1.76E+15,65434016,631,0.0003155,11.4737885,
2459,1.76E+15,65457780,631,0.0003155,11.4737885,
2460,1.76E+15,65481548,637,0.0003185,11.5828895,
2461,1.76E+15,65505324,637,0.0003185,11.5828895,
2462,1.76E+15,65529068,611,0.0003055,11.1101185,
2463,1.76E+15,65552836,631,0.0003155,11.4737885,
2464,1.76E+15,65576604,631,0.0003155,11.4737885,
2465,1.76E+15,65600376,637,0.0003185,11.5828895,
2466,1.76E+15,65624136,631,0.0003155,11.4737885,
2467,1.76E+15,65647884,631,0.0003155,11.4737885,
2468,1.76E+15,65671652,631,0.0003155,11.4737885,
2469,1.76E+15,65695420,637,0.0003185,11.5828895,
2470,1.76E+15,65719188,637,0.0003185,11.5828895,
2471,1.76E+15,65742956,631,0.0003155,11.4737885,
2472,1.76E+15,65766712,631,0.0003155,11.4737885,
2473,1.76E+15,65790480,631,0.0003155,11.4737885,
2474,1.76E+15,65814244,637,0.0003185,11.5828895,
2475,1.76E+15,65838012,637,0.0003185,11.5828895,
2476,1.76E+15,65861780,631,0.0003155,11.4737885,
2477,1.76E+15,65885540,631,0.0003155,11.4737885,
2478,1.76E+15,65909304,631,0.0003155,11.4737885,
2479,1.76E+15,65933072,637,0.0003185,11.5828895,
2480,1.76E+15,65956840,637,0.0003185,11.5828895,
2481,1.76E+15,65980604,631,0.0003155,11.4737885,
2482,1.76E+15,66004368,631,0.0003155,11.4737885,
2483,1.76E+15,66028136,631,0.0003155,11.4737885,
2484,1.76E+15,66051900,637,0.0003185,11.5828895,
2485,1.76E+15,66075672,637,0.0003185,11.5828895,
2486,1.76E+15,66099432,631,0.0003155,11.4737885,
2487,1.76E+15,66123196,631,0.0003155,11.4737885,
2488,1.76E+15,66146968,631,0.0003155,11.4737885,
2489,1.76E+15,66170740,637,0.0003185,11.5828895,
2490,1.76E+15,66194504,631,0.0003155,11.4737885,
2491,1.76E+15,66218264,631,0.0003155,11.4737885,
2492,1.76E+15,66242036,631,0.0003155,11.4737885,
2493,1.76E+15,66265804,637,0.0003185,11.5828895,
2494,1.76E+15,66289572,637,0.0003185,11.5828895,
2495,1.76E+15,66313340,631,0.0003155,11.4737885,
2496,1.76E+15,66337100,631,0.0003155,11.4737885,
2497,1.76E+15,66360872,631,0.0003155,11.4737885,
2498,1.76E+15,66384636,637,0.0003185,11.5828895,
2499,1.76E+15,66408404,637,0.0003185,11.5828895,
2500,1.76E+15,66432168,631,0.0003155,11.4737885,
2501,1.76E+15,66455928,631,0.0003155,11.4737885,
2502,1.76E+15,66479700,631,0.0003155,11.4737885,
2503,1.76E+15,66503464,637,0.0003185,11.5828895,
2504,1.76E+15,66527240,637,0.0003185,11.5828895,
2505,1.76E+15,66551004,631,0.0003155,11.4737885,
2506,1.76E+15,66574772,631,0.0003155,11.4737885,
2507,1.76E+15,66598540,631,0.0003155,11.4737885,
2508,1.76E+15,66622308,637,0.0003185,11.5828895,
2509,1.76E+15,66646080,634,0.000317,11.528339,
2510,1.76E+15,66669844,631,0.0003155,11.4737885,
2511,1.76E+15,66693612,631,0.0003155,11.4737885,
2512,1.76E+15,66717376,637,0.0003185,11.5828895,
2513,1.76E+15,66741148,637,0.0003185,11.5828895,
2514,1.76E+15,66764916,632,0.000316,11.491972,
2515,1.76E+15,66788668,631,0.0003155,11.4737885,
2516,1.76E+15,66812440,631,0.0003155,11.4737885,
2517,1.76E+15,66836204,637,0.0003185,11.5828895,
2518,1.76E+15,66859896,558,0.000279,10.146393,
2519,1.76E+15,66883664,631,0.0003155,11.4737885,
2520,1.76E+15,66907416,631,0.0003155,11.4737885,
2521,1.76E+15,66931188,631,0.0003155,11.4737885,
2522,1.76E+15,66954952,637,0.0003185,11.5828895,
2523,1.76E+15,66978720,637,0.0003185,11.5828895,
2524,1.76E+15,67002488,631,0.0003155,11.4737885,
2525,1.76E+15,67026248,631,0.0003155,11.4737885,
2526,1.76E+15,67050012,631,0.0003155,11.4737885,
2527,1.76E+15,67073784,637,0.0003185,11.5828895,
2528,1.76E+15,67097552,637,0.0003185,11.5828895,
